"","x"
"134","FTL"
"135","GARS1"
"136","GDI2"
"137","GGH"
"138","GLB1"
"139","GMFG"
"140","GNAI3"
"141","GOLGA7"
"142","GOLIM4"
"143","GPI"
"144","GRB2"
"145","GRN"
"146","GSN"
"147","GSTP1"
"148","GYG1"
"149","HBB"
"150","HEBP2"
"151","HEXA"
"152","HEXB"
"153","HGS"
"154","HLA-A"
"155","HLA-B"
"156","HMGB1"
"157","HP"
"158","HPX"
"159","HRG"
"160","HRNR"
"161","HSP90AA1"
"162","HSP90AB1"
"163","HSP90B1"
"164","HSPA6"
"165","HSPA8"
"166","HSPD1"
"167","HSPH1"
"168","HVCN1"
"169","IDH1"
"170","IGF2R"
"171","ILF2"
"172","IMPDH2"
"173","IQGAP1"
"174","IST1"
"175","ITGA2B"
"176","ITGAL"
"177","ITGB2"
"178","ITGB3"
"179","ITGB5"
"180","ITIH3"
"181","ITIH4"
"182","JUP"
"183","KCNAB2"
"184","KIF1A"
"185","KNG1"
"186","KPNB1"
"187","KRT1"
"188","LAMP1"
"189","LAMP2"
"190","LAMTOR1"
"191","LAMTOR3"
"192","LCN2"
"193","LDLR"
"194","LGALS3BP"
"195","LMAN1"
"196","LMAN2"
"197","LRG1"
"198","LRP1"
"199","LTA4H"
"200","LTF"
"201","LYZ"
"202","M6PR"
"203","MAPK1"
"204","MARCO"
"205","MCEMP1"
"206","MMRN1"
"207","MPO"
"208","MVB12A"
"209","MVB12B"
"210","MVP"
"211","NCF1"
"212","NCSTN"
"213","NIT2"
"214","NOTCH1"
"215","NRAS"
"216","ORM1"
"217","ORM2"
"218","OSTF1"
"219","PA2G4"
"220","PACSIN2"
"221","PCSK9"
"222","PDAP1"
"223","PDCD6"
"224","PDIA3"
"225","PDXK"
"226","PECAM1"
"227","PF4"
"228","PFKL"
"229","PGAM1"
"230","PGM1"
"231","PGM2"
"232","PIGR"
"233","PKM"
"234","PKP1"
"235","PLG"
"236","PLIN3"
"237","PMEL"
"238","PNP"
"239","PPBP"
"240","PPIA"
"241","PPIE"
"242","PRDX4"
"243","PRDX6"
"244","PRG2"
"245","PRKAR1A"
"246","PRKCD"
"247","PROS1"
"248","PSMA5"
"249","PSMB1"
"250","PSMC2"
"251","PSMC3"
"252","PSMD11"
"253","PSMD12"
"254","PSMD13"
"255","PSMD2"
"256","PSMD3"
"257","PSMD6"
"258","PSMD7"
"259","PTPN6"
"260","PTPRB"
"261","PTPRC"
"262","PTPRJ"
"263","PTPRS"
"264","PTX3"
"265","PYCARD"
"266","PYGB"
"267","PYGL"
"268","QSOX1"
"269","RAB10"
"270","RAB14"
"271","RAB15"
"272","RAB18"
"273","RAB21"
"274","RAB27A"
"275","RAB32"
"276","RAB34"
"277","RAB35"
"278","RAB5A"
"279","RAB5B"
"280","RAB6A"
"281","RAB7A"
"282","RAB8A"
"283","RAB8B"
"284","RAC1"
"285","RAC2"
"286","RALA"
"287","RAP1A"
"288","RAP1B"
"289","RAP2B"
"290","RAP2C"
"291","RHOA"
"292","RHOG"
"293","RNASE2"
"294","RNPEP"
"295","ROR2"
"296","S100A11"
"297","S100A7"
"298","S100A8"
"299","S100A9"
"300","SCAMP2"
"301","SCARB1"
"302","SDCBP"
"303","SEC22B"
"304","SELENOP"
"305","SELL"
"306","SEPTIN2"
"307","SEPTIN6"
"308","SERPINA1"
"309","SERPINA3"
"310","SERPINA4"
"311","SERPINA5"
"312","SERPINB1"
"313","SERPINB3"
"314","SERPINE2"
"315","SERPINF2"
"316","SERPING1"
"317","SH3KBP1"
"318","SLC26A6"
"319","SLC2A5"
"320","SLC44A2"
"321","SNAP23"
"322","SNX5"
"323","SOD1"
"324","SPARC"
"325","SPP2"
"326","SPTAN1"
"327","SRGAP2"
"328","SRGN"
"329","STK10"
"330","STOM"
"331","STX12"
"332","STX4"
"333","STXBP2"
"334","STXBP3"
"335","SVIP"
"336","SYK"
"337","SYNGR2"
"338","SYPL1"
"339","TCP1"
"340","TF"
"341","TFRC"
"342","TGFB1"
"343","THBS1"
"344","THBS2"
"345","TIMP2"
"346","TLR2"
"347","TMBIM1"
"348","TMC6"
"349","TMED10"
"350","TMSB4X"
"351","TNFAIP6"
"352","TOLLIP"
"353","TPT1"
"354","TSG101"
"355","TSPAN14"
"356","TTR"
"357","TUBB4B"
"358","TXNDC5"
"359","TYROBP"
"360","UNC13D"
"361","USO1"
"362","VAMP3"
"363","VAMP7"
"364","VAMP8"
"365","VAT1"
"366","VCL"
"367","VCP"
"368","VIM"
"369","VPS25"
"370","VPS37B"
"371","VPS37C"
"372","VTA1"
"373","VWF"
"374","WAS"
"375","XRCC5"
"376","XRCC6"
"377","YIPF6"
"378","YKT6"
"379","ZDHHC5"
